Khanty_people	__people__ethnicity__languages_spoken	Khanty_Language
John_Hawkesworth	__people__person__place_of_birth	United_Kingdom
Zhenhua_Niu	__people__deceased_person__place_of_death	Beijing
Heraldo_Pereira	__people__person__nationality	Brazil
Jean_de_Reszke	__people__person__place_of_birth	Warsaw
Dum	__film__film__country	India
Ethan_Prochnik	__people__person__profession	Screenwriter
Julotta	__book__book__genre	Fiction
Myra_Keaton	__people__person__children	Buster_Keaton
Mi_Amigo	__film__film__genre	Western
Joe_Lipari	__people__person__profession	Writer
Kerala	__location__location__people_born_here	R._Sugathan
Janice_Burgess	__people__person__profession	Screenwriter
Tunnel_War	__film__film__language	Standard_Chinese
White_House	__music__single__versions	White_House
Givenchy	__organization__organization__founders	Hubert_de_Givenchy
Richard	__common__topic__notable_types	Film_character
Ljubljana	__location__location__people_born_here	Veronika_Drolc
Jennifer_Love_Hewitt	__music__artist__album	Can_I_Go_Now
WFFG-FM	__broadcast__radio_station__format	Modern_rock
Peter_Siddle	__people__person__place_of_birth	Traralgon
DIT_Student_Life	__common__topic__notable_types	Newspaper
L._Dean_Murray	__people__person__gender	Male
Miguel_Costilliano	__people__person__gender	Male
Crese_Heismann	__people__person__gender	Male
Barry_Aldridge	__people__person__profession	Film_Producer
Audrey_Puente	__common__topic__notable_types	TV_Personality
Loire	__geography__body_of_water__bridges	Saint-Nazaire_Bridge
Zachariah	__people__person__profession	Screenwriter
Give_Them_Rope	__music__album__release_type	Album
Raymond_Marcellin	__people__deceased_person__place_of_death	Paris
2006	__common__topic__notable_types	Musical_Album
Walt_Simonson	__fictional_universe__fictional_character_creator__fictional_characters_created	Auron
Tarra,_Crete	__common__topic__notable_types	Location
Turkey	__location__hud_county_place__place	Turkey
John_Lee_Smith	__people__deceased_person__place_of_death	Lubbock
Nagasaki	__music__release_track__release	I_Got_Rhythm
Box_Elder_County	__location__us_county__hud_county_place	Perry
At_Station_Four	__music__release__format	Compact_disc
21588_Gianelli	__astronomy__star_system_body__star_system	Solar_System
Mordecai_Kaplan	__people__person__religion	Judaism
Jakob_Rørvik	__common__topic__notable_types	Film_director
Operation_Union_II	__time__event__locations	South_Vietnam
Nicky_Shorey	__people__person__gender	Male
Christian_Tychsen	__people__person__gender	Male
Rodger_Jacobs	__people__person__profession	Writer
Fuller_Albright	__people__person__gender	Male
Bruce_Wagner	__people__person__gender	Male
Panionios_F.C.	__sports__pro_athlete__teams	Grigoris_Makos
Colin_Cramb	__people__person__gender	Male
North_Pharsalia	__location__location__containedby	Chenango_County
Skeeter_Skelton	__people__person__gender	Male
Jahangir_Wasim	__people__person__profession	Businessperson
The_Seventh_Curse	__media_common__netflix_title__netflix_genres	Standard_Chinese
Banjo	__common__topic__notable_types	Fictional_Character
Ann_W._Nally	__people__person__place_of_birth	Nashville
Jim_Bluejacket	__people__deceased_person__place_of_death	Pekin
Brunei_Revolt	__base__culturalevent__event__entity_involved	Malaysia
Mason_Cardiff	__people__person__gender	Male
American_High_School	__film__film__genre	Romantic_comedy
Aries	__astronomy__constellation__galaxies_observed_in_constellation	NGC_772
Alexandra_Danilova	__people__person__nationality	Russia
Future_Fantastic	__tv__tv_program__genre	Documentary_film
Femme_Fatale	__film__film__rating	R_(USA)
LP	__music__release__album	LP
Yma_Súmac	__music__artist__album	Queen_of_Exotica
Bob_Stillman	__people__person__profession	Songwriter
Bandara	__fictional_universe__fictional_setting__languages	Egyptian_language
The_Engineer	__book__magazine__genre	Science_magazine
Frances_Liberace	__people__person__nationality	Poland
X-treme_Latin	__book__written_work__subjects	Humour
Thunder_Road	__film__film__rating	PG_(USA)
Mexico	__music__recording__tracks	Mexico
Shropshire	__location__location__contains	Ightfield
Kerala	__location__location__people_born_here	Sibi_K._Thomas
Ivan_Denic	__people__person__profession	Production_Designer
James_Ma	__people__person__nationality	Thailand
Objective,_Burma!	__film__film__written_by	Alvah_Bessie
Artur_Brauner	__people__person__ethnicity	Poles
Mark_of_the_Vampire	__film__film__subjects	Vampire
The_Ballad_Album	__music__album__release_type	Album
Robert_Wynn	__people__person__profession	Soldier
Ontario	__location__location__people_born_here	Rod_Barajas
British_Indian_Army	__common__topic__image	Madras_cavalry
Al_Di_Meola	__music__artist__album	Ritmo_de_la_Noche
Iparhi_Agapi_Edo	__music__album__artist	Sakis_Rouvas
Bulletproof	__music__release_track__release	Electric_Ladyland_VI
Karl_Urban	__award__award_winner__awards_won	Bruce_Greenwood
Breton	__location__location__containedby	Plaquemines_Parish
Earthquake	__film__film__rating	PG_(USA)
Abra_Catastrophe!	__film__film__genre	Family
Griffith_Observatory	__common__topic__image	Griffith_observatory
Ljubljana	__location__location__people_born_here	Luka_Rupnik
Steve_Shannon	__people__person__gender	Male
David_Shields	__influence__influence_node__influenced_by	Emil_Cioran
Dennis	__location__location__containedby	Barnstable_County
Ljubljana	__location__location__people_born_here	Janez_Stanovnik
ESPN	__organization__organization__legal_structure	Division
Bedtime_Stories	__music__release__format	Compact_disc
Mr._Hot_Mr._Kool	__film__film__country	India
Ljubljana	__location__location__people_born_here	Anuška_Ferligoj
The_Deluge	__book__written_work__subjects	Poland
I_Have_a_Dream	__music__release_track__recording	I_Have_a_Dream
Hoodwink	__film__film__genre	Romance_Film
Matthew_Robinson	__people__person__nationality	England
Sharon_Creech	__book__author__works_written	Walk_Two_Moons
eugene	__common__topic__notable_types	Musical_Release
Theodore_Cooper	__people__person__gender	Male
John_Wallace	__people__person__gender	Male
Belgium	__music__release_track__recording	Belgium
Martial_Arts	__type__object__permission	Martial_Artist
Clarecastle	__location__location__containedby	County_Clare
Kerala	__location__location__people_born_here	Prakash_Bobby
Robert_I_Burns	__people__person__gender	Male
António_Gonçalves	__people__person__gender	Male
Henry_Bouquet	__people__deceased_person__place_of_death	Pensacola
Gonzales,_Victoria	__location__location__containedby	Victoria
Metalhead	__film__film__language	Icelandic_Language
Daniel_Jackson	__people__person__gender	Male
Odyssey	__book__written_work__subjects	Adventure
Chingiz_Abdullayev	__people__person__gender	Male
Lucien_Aigner	__people__person__gender	Male
Ken_Del_Vecchio	__people__person__profession	Screenwriter
Walt_Simonson	__fictional_universe__fictional_character_creator__fictional_characters_created	Famine
Hurry_to_Market	__biology__organism__organism_type	Horse
Garry_Monk	__soccer__football_player__position_s	Defender
George_Prowse	__people__person__gender	Male
Antrel_Rolle	__people__person__place_of_birth	Homestead
Rupert_Murdoch	__people__person__profession	Entrepreneur
Wild_Gold,_Volume_5	__music__release__format	Compact_disc
Stoned_Raiders	__music__album__release_type	Album
Kitty_Winn	__people__person__place_of_birth	Washington,_D.C.
Windtalkers	__film__film__cinematography	Jeffrey_L._Kimball
Kishō_Taniyama	__people__person__gender	Male
Murder	__music__recording__releases	Dangerous_Ground
Accord	__common__topic__notable_types	Organization
Nick_Becton	__people__person__place_of_birth	Wilmington
Swabian_German	__language__human_language__region	Europe
Jean_Béraud	__people__person__place_of_birth	Saint_Petersburg
Humberto_Costantini	__people__person__gender	Male
The_Freethinker	__film__film__directed_by	Peter_Watkins
Cult_Comedies	__media_common__netflix_genre__titles	Harold_and_Maude
Terri_Farley	__people__person__profession	Writer
Gone_in_60_Seconds	__music__album__release_type	Album
Tarsem_Singh	__freebase__valuenotation__is_reviewed	Place_of_birth
The_Edge_of_Love	__film__film__rating	R_(USA)
Essential_Ella	__music__release__format	Compact_disc
New_Britain	__location__location__containedby	Hartford_County
Ljubljana	__location__location__people_born_here	Anton_Funtek
Screwball_comedy	__film__film_genre__films_in_this_genre	She-Devil
Patricia_Clarkson	__award__award_nominee__award_nominations	George_Clooney
Santi_Svetavimala	__people__person__gender	Male
Medavia	__business__business_operation__industry	Airline
The_Guns_of_Navarone	__film__film__country	United_Kingdom
Soumaila_Samake	__basketball__basketball_player__position_s	Center
Ljubljana	__location__location__people_born_here	Hinko_Nucic
Midland	__location__location__people_born_here	Mike_Robitaille
Estonia	__music__performance_role__track_performances	Guitar
Gene_Hackman	__music__recording__artist	Hoodoo_Gurus
Abdul_Zahir	__freebase__valuenotation__is_reviewed	Date_of_death
Masahiko_Harada	__olympics__olympic_medal__medal_winners	Silver_medal
Arminiya	__location__country__official_language	Arabic_Language
Pécsvárad	__location__location__containedby	Hungary
Casey_Stangl	__people__person__profession	Theatre_Director
Wichayanee_Pearklin	__people__person__nationality	Thailand
Auckland_Airport	__aviation__airport__hub_for	Eagle_Airways
José_Semedo	__people__person__place_of_birth	Lisbon
WC1X_8RA	__location__postal_code__country	England
T._Todd_Flinchum	__people__person__profession	Film_Producer
Jimmy_Moore	__people__person__religion	Church_of_Ireland
Nabilone	__medicine__drug__legal_status	Prescription_drug
Amsterdam	__music__recording__artist	Another_Day
Vyacheslav_Trubnikov	__people__person__gender	Male
Michael_Mudoh	__people__person__place_of_birth	Yaoundé
Richard_Leviton	__people__person__gender	Male
Dant,_Kentucky	__location__location__containedby	Marion_County
Greek_Language	__music__lyricist__lyrics_written	Dario_Fo
Under_My_Skin	__music__album__genre	Post-grunge
Red_Baron	__cvg__computer_videogame__versions	Red_Baron
The_World_Is_Ours	__music__album__release_type	Album
Fred_Roos	__people__person__gender	Male
Wake	__common__topic__notable_types	Consumer_product
Cate_Shortland	__people__person__profession	Screenwriter
Shunsuke_Miura	__people__person__gender	Male
Kerala	__location__location__people_born_here	Joseph_Mundassery
Transmission	__music__release__track_list	Pulse
Cult_Comedies	__media_common__netflix_genre__titles	Rushmore
Earl_Pereira	__people__person__place_of_birth	Saskatoon
Battle_of_Al-Anbar	__base__culturalevent__event__entity_involved	Achaemenid_Empire
Lennox_Lewis	__freebase__valuenotation__is_reviewed	Date_of_birth
Frank_Thornton	__common__topic__notable_types	TV_Actor
Silverlock	__book__written_work__author	John_Myers_Myers
Li_Changchun	__freebase__valuenotation__has_no_value	Height
Austria-Hungary	__location__location__contains	Adamov
Yaşar_Nuri_Öztürk	__people__person__gender	Male
Sumeet_Raghvan	__people__person__gender	Male
Hing_Chung_Lai	__common__topic__notable_types	TV_Personality
Thomas_Joseph_Drury	__people__person__place_of_birth	Ballymote
George_Khleifi	__people__person__gender	Male
Draft_Day	__film__film__country	Thailand
Moishe_Lowtzky	__people__person__ethnicity	Poles
Iran	__music__recording__artist	Azra
Blue_Lunar_Monkey	__music__artist__album	2012
Robert_Wolterstorff	__people__person__gender	Male
Christmas	__music__release__format	Compact_disc
Hajnalka_E._Biro	__people__person__profession	Model
Chris_Dickens	__film__editor__film	Shaun_of_the_Dead
Iroquois	__common__topic__notable_types	Musical_Album
Medúlla	__music__release__track_list	Oceania
William_Watson	__people__person__nationality	United_Kingdom
McCoy_Crossing	__location__location__containedby	Kennebec_County
D.C._United	__sports__sports_position__players	Goalkeeper
April_M._Walsh	__people__person__place_of_birth	Little_Rock
Trevor_Huffman	__people__person__gender	Male
Jimmy_Rogers	__people__person__gender	Male
Rodger_Jacobs	__people__person__profession	Playwright
Mercy	__music__single__versions	Mercy
Rafael_Ferri	__film__film_production_designer__films_production_designed	California
Jesse_Hartman	__people__person__profession	Writer
Okey-Zubelu_Okoh	__people__person__profession	Screenwriter
Christiano	__people__person__place_of_birth	Rio_de_Janeiro
John_Stewart	__government__government_office_category__officeholders	Member_of_Congress
Africa	__music__release_track__recording	Africa
David_Jensen	__people__person__gender	Male
Craig_Thomas	__people__person__gender	Male
Tempest	__common__topic__notable_types	Film_director
Jonathan_Ogden	__people__person__gender	Male
Juneau	__music__recording__song	Juneau
The_Prefect	__book__book__editions	The_prefect
Boleslav_Markevich	__people__person__place_of_birth	Saint_Petersburg
The_Christmas_Album	__music__album__album_content_type	Compilation_album
Highland_Park_Blues	__film__film__genre	Romance_Film
Ljubljana	__location__location__people_born_here	Igor_Pretnar
And_You_Were_a_Crow	__music__album__release_type	Album
Kerala	__location__location__people_born_here	Usharani_Nair
Atenolol	__medicine__drug_ingredient__active_moiety_of_formulation	Atenolol_25_tablet
BBC_America	__freebase__valuenotation__is_reviewed	Date_founded
And_I_Love_Her	__music__recording__releases	Hey_Jude___Yesterday
Rusty_Bladen	__people__person__gender	Male
Dragons_of_Light	__book__book__genre	Fiction
Robert_R._Coats	__people__person__place_of_birth	Toronto
Fiza	__music__album__release_type	Album
Chivalrous_Legend	__film__film__country	China
Hubert_de_Givenchy	__film__film_costumer_designer__costume_design_for_film	Charade
Juilliard_School	__education__field_of_study__students_majoring	Musical_composition
Richard_Carrión	__people__person__profession	Businessperson
Williams_Plains	__location__location__containedby	Bowie
József_Fülöp	__people__person__profession	Film_Producer
Edie_Baskin	__people__person__profession	Graphic_Designer
Ljubljana	__location__location__people_born_here	Suad_Fileković
Darrell_Berry	__people__person__profession	Accountant
Miquel_Llor	__people__person__profession	Writer
Florian_Weber	__music__composer__compositions	Independent
Marinês	__people__person__profession	Singer
Honolulu_County	__location__us_county__hud_county_place	Honolulu
O-Train	__metropolitan_transit__transit_line__service_type	Light_rail
Abdul_Zahir	__freebase__valuenotation__is_reviewed	Gender
Freestyle	__music__release_track__recording	Freestyle
Transistor_Rhythm	__music__release__track_list	Believe
Paulo_Bento	__people__person__place_of_birth	Lisbon
Marek_Janowski	__people__person__gender	Male
Robert_Mylne	__people__person__gender	Male
Shannon_Withem	__people__person__place_of_birth	Ann_Arbor
